,film,year_film,Total oscars nominations,Total oscars won,Oscars best picture,G.G. nominations,G.G. won,G.G. best motion picture
2573,Tsotsi,2005,1.0,1.0,0.0,,,
2574,Our Time Is Up,2005,1.0,0.0,0.0,,,
2575,Ausreisser (The Runaway),2005,1.0,0.0,0.0,,,
2576,Breakfast On Pluto,2005,,,,1.0,0.0,0.0
2577,The Family Stone,2005,,,,1.0,0.0,0.0
2578,Pride & Prejudice,2005,4.0,0.0,0.0,2.0,0.0,0.0
2579,"The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe",2005,,,,2.0,0.0,0.0
2580,"China, Chen Kaige",2005,,,,1.0,0.0,0.0
2581,Capote,2005,5.0,1.0,0.0,1.0,1.0,0.0
2582,The Death of Kevin Carter: Casualty of the Bang Bang Club,2005,1.0,0.0,0.0,,,
2583,Cinderella Man,2005,3.0,0.0,0.0,2.0,0.0,0.0
2584,The Constant Gardener,2005,4.0,1.0,0.0,3.0,1.0,0.0
2585,Walk the Line,2005,5.0,1.0,0.0,,,
2586,"France, Christian Carion",2005,,,,1.0,0.0,0.0
2587,Hustle & Flow,2005,2.0,1.0,0.0,1.0,0.0,0.0
2588,Cashback,2005,1.0,0.0,0.0,,,
2589,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,3.0,1.0,0.0,,,
2590,Street Fight,2005,1.0,0.0,0.0,,,
2591,Charlie and the Chocolate Factory,2005,1.0,0.0,0.0,1.0,0.0,0.0
2592,Harry Potter and the Goblet of Fire,2005,1.0,0.0,0.0,,,
2593,Syriana,2005,2.0,1.0,0.0,2.0,1.0,0.0
2594,Sophie Scholl - The Final Days,2005,1.0,0.0,0.0,,,
2595,"Good Night, and Good Luck.",2005,6.0,0.0,0.0,,,
2596,The Matador,2005,,,,1.0,0.0,0.0
2597,Six Shooter,2005,1.0,1.0,0.0,,,
2598,God Sleeps in Rwanda,2005,1.0,0.0,0.0,,,
2599,Proof,2005,,,,1.0,0.0,0.0
2600,War of the Worlds,2005,2.0,0.0,0.0,,,
2601,"Palestine, Hany Abu-Assad",2005,,,,1.0,1.0,0.0
2602,Wallace & Gromit in The Curse of the Were-Rabbit,2005,1.0,1.0,0.0,,,
2603,Howl's Moving Castle,2005,1.0,0.0,0.0,,,
2604,"South Africa, Gavin Hood",2005,,,,1.0,0.0,0.0
2605,One Man Band,2005,1.0,0.0,0.0,,,
2606,Paradise Now,2005,1.0,0.0,0.0,,,
2607,The Last Farm,2005,1.0,0.0,0.0,,,
2608,Murderball,2005,1.0,0.0,0.0,,,
2609,Enron: The Smartest Guys in the Room,2005,1.0,0.0,0.0,,,
2610,The Mushroom Club,2005,1.0,0.0,0.0,,,
2611,The Mysterious Geographic Explorations of Jasper Morello,2005,1.0,0.0,0.0,,,
2612,The New World,2005,1.0,0.0,0.0,,,
2613,Mrs. Henderson Presents,2005,2.0,0.0,0.0,3.0,0.0,0.0
2614,King Kong,2005,3.0,2.0,0.0,,,
2615,Don't Tell,2005,1.0,0.0,0.0,,,
2616,Batman Begins,2005,1.0,0.0,0.0,,,
2617,Crash,2005,6.0,3.0,1.0,2.0,0.0,0.0
2618,9,2005,1.0,0.0,0.0,,,
2619,Memoirs of a Geisha,2005,5.0,3.0,0.0,2.0,1.0,0.0
2620,In Her Shoes,2005,,,,1.0,0.0,0.0
2621,Tim Burton's Corpse Bride,2005,1.0,0.0,0.0,,,
2622,Match Point,2005,1.0,0.0,0.0,4.0,0.0,0.0
2623,The Moon and the Son: An Imagined Conversation,2005,1.0,1.0,0.0,,,
2624,Junebug,2005,1.0,0.0,0.0,,,
2625,Munich,2005,5.0,0.0,0.0,2.0,0.0,0.0
2626,Joyeux Noël,2005,1.0,0.0,0.0,,,
2627,A History of Violence,2005,2.0,0.0,0.0,2.0,0.0,0.0
2628,Badgered,2005,1.0,0.0,0.0,,,
2629,King Kong (2005),2005,,,,2.0,0.0,0.0
2630,A Note of Triumph: The Golden Age of Norman Corwin,2005,1.0,1.0,0.0,,,
2631,The Producers,2005,,,,4.0,0.0,0.0
2632,North Country,2005,2.0,0.0,0.0,2.0,0.0,0.0
2633,Transamerica,2005,2.0,0.0,0.0,2.0,1.0,0.0
2634,Brokeback Mountain,2005,8.0,3.0,0.0,7.0,4.0,1.0
2635,Volver,2006,1.0,0.0,0.0,1.0,0.0,0.0
2636,Borat: Cultural Learnings Of America For Make Benefit Glorious Nation Of Kazakhstan,2006,,,,2.0,1.0,0.0
2637,Children of Men,2006,3.0,0.0,0.0,,,
2638,Two Hands,2006,1.0,0.0,0.0,,,
2639,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,1.0,0.0,0.0,,,
2640,Bobby,2006,,,,2.0,0.0,0.0
2641,Blood Diamond,2006,4.0,0.0,0.0,1.0,0.0,0.0
2642,West Bank Story,2006,1.0,1.0,0.0,,,
2643,Cars,2006,2.0,0.0,0.0,1.0,1.0,0.0
2644,Water,2006,1.0,0.0,0.0,,,
2645,United 93,2006,2.0,0.0,0.0,,,
2646,Binta and the Great Idea (Binta Y La Gran Idea),2006,1.0,0.0,0.0,,,
2647,Éramos Pocos (One Too Many),2006,1.0,0.0,0.0,,,
2648,"Germany, Florian Henckel von Donnersmarck",2006,,,,1.0,0.0,0.0
2649,Click,2006,1.0,0.0,0.0,,,
2650,Venus,2006,1.0,0.0,0.0,1.0,0.0,0.0
2651,Curse of the Golden Flower,2006,1.0,0.0,0.0,,,
2652,Days of Glory (Indigènes),2006,1.0,0.0,0.0,,,
2653,The Devil Wears Prada,2006,2.0,0.0,0.0,3.0,1.0,0.0
2654,Rehearsing a Dream,2006,1.0,0.0,0.0,,,
2655,"My Country, My Country",2006,1.0,0.0,0.0,,,
2656,Pan's Labyrinth,2006,6.0,3.0,0.0,,,
2657,Superman Returns,2006,1.0,0.0,0.0,,,
2658,Happy Feet,2006,1.0,1.0,0.0,2.0,1.0,0.0
2659,Monster House,2006,1.0,0.0,0.0,1.0,0.0,0.0
2660,Miss Potter,2006,,,,1.0,0.0,0.0
2661,Dreamgirls,2006,6.0,2.0,0.0,5.0,3.0,1.0
2662,Flags of Our Fathers,2006,1.0,0.0,0.0,1.0,0.0,0.0
2663,"United States, Clint Eastwood",2006,,,,1.0,1.0,0.0
2664,The Fountain,2006,,,,1.0,0.0,0.0
2665,The Prestige,2006,2.0,0.0,0.0,,,
2666,An Inconvenient Truth,2006,2.0,2.0,0.0,,,
2667,Marie Antoinette,2006,1.0,1.0,0.0,,,
2668,The Pursuit of Happyness,2006,1.0,0.0,0.0,2.0,0.0,0.0
2669,The Queen,2006,6.0,1.0,0.0,4.0,2.0,0.0
2670,"Mexico, Guillermo del Toro",2006,,,,1.0,0.0,0.0
2671,The Departed,2006,5.0,4.0,1.0,5.0,1.0,0.0
2672,Stranger Than Fiction,2006,,,,1.0,0.0,0.0
2673,The Good German,2006,1.0,0.0,0.0,,,
2674,No Time for Nuts,2006,1.0,0.0,0.0,,,
2675,"Spain, Pedro Almodóvar",2006,,,,1.0,0.0,0.0
2676,Notes on a Scandal,2006,4.0,0.0,0.0,,,
2677,Jesus Camp,2006,1.0,0.0,0.0,,,
2678,The Illusionist,2006,1.0,0.0,0.0,,,
2679,Running With Scissors,2006,,,,1.0,0.0,0.0
2680,Kinky Boots,2006,,,,1.0,0.0,0.0
2681,The Last King of Scotland,2006,1.0,1.0,0.0,1.0,1.0,0.0
2682,Helmer & Son,2006,1.0,0.0,0.0,,,
2683,Iraq in Fragments,2006,1.0,0.0,0.0,,,
2684,Sherrybaby,2006,,,,1.0,0.0,0.0
2685,Babel,2006,6.0,1.0,0.0,6.0,1.0,1.0
2686,The Little Matchgirl,2006,1.0,0.0,0.0,,,
2687,The Lives of Others,2006,1.0,1.0,0.0,,,
2688,The Good Shepherd,2006,1.0,0.0,0.0,,,
2689,Half Nelson,2006,1.0,0.0,0.0,,,
2690,Nomad: The Warrior,2006,,,,1.0,0.0,0.0
2691,"United States, Mel Gibson",2006,,,,1.0,0.0,0.0
2692,Maestro,2006,1.0,0.0,0.0,,,
2693,Recycled Life,2006,1.0,0.0,0.0,,,
2694,Letters from Iwo Jima,2006,4.0,1.0,0.0,1.0,0.0,0.0
2695,Lifted,2006,1.0,0.0,0.0,,,
2696,Little Children,2006,3.0,0.0,0.0,3.0,0.0,0.0
2697,Little Miss Sunshine,2006,4.0,2.0,0.0,2.0,0.0,0.0
2698,The Black Dahlia,2006,1.0,0.0,0.0,,,
2699,Thank You For Smoking,2006,,,,2.0,0.0,0.0
2700,Hollywoodland,2006,,,,1.0,0.0,0.0
2701,Home of the Brave,2006,,,,1.0,0.0,0.0
2702,After the Wedding,2006,1.0,0.0,0.0,,,
2703,The Blood of Yingzhou District,2006,1.0,1.0,0.0,,,
2704,Notes On a Scandal,2006,,,,3.0,0.0,0.0
2705,Apocalypto,2006,2.0,0.0,0.0,,,
2706,Poseidon,2006,1.0,0.0,0.0,,,
2707,The Painted Veil,2006,,,,1.0,1.0,0.0
2708,The Saviour,2006,1.0,0.0,0.0,,,
2709,Deliver Us from Evil,2006,1.0,0.0,0.0,,,
2710,The Da Vinci Code,2006,,,,1.0,0.0,0.0
2711,The Danish Poet,2006,1.0,1.0,0.0,,,
2712,Pirates of the Caribbean: Dead Man's Chest,2006,3.0,1.0,0.0,1.0,0.0,0.0
2713,Persepolis,2007,1.0,0.0,0.0,,,
2714,Pirates of the Caribbean: At World's End,2007,2.0,0.0,0.0,,,
2715,"France, Marjane Satrapi, Vincent Paronnaud",2007,,,,1.0,0.0,0.0
2716,August Rush,2007,1.0,0.0,0.0,,,
2717,I'm Not There,2007,1.0,0.0,0.0,1.0,1.0,0.0
2718,Ratatouille,2007,4.0,1.0,0.0,1.0,1.0,0.0
2719,Gone Baby Gone,2007,1.0,0.0,0.0,1.0,0.0,0.0
2720,Operation Homecoming: Writing the Wartime Experience,2007,1.0,0.0,0.0,,,
2721,Sari's Mother,2007,1.0,0.0,0.0,,,
2722,The Diving Bell and the Butterfly,2007,4.0,0.0,0.0,2.0,1.0,0.0
2723,Once,2007,1.0,1.0,0.0,,,
2724,The Assassination of Jesse James by the Coward Robert Ford,2007,2.0,0.0,0.0,1.0,0.0,0.0
2725,Tanghi Argentini,2007,1.0,0.0,0.0,,,
2726,Love in the Time of Cholera,2007,,,,1.0,0.0,0.0
2727,I Met the Walrus,2007,1.0,0.0,0.0,,,
2728,Norbit,2007,1.0,0.0,0.0,,,
2729,Peter & the Wolf,2007,1.0,1.0,0.0,,,
2730,Into the Wild,2007,2.0,0.0,0.0,,,
2731,Sweeney Todd The Demon Barber of Fleet Street,2007,3.0,1.0,0.0,,,
2732,In the Valley of Elah,2007,1.0,0.0,0.0,,,
2733,Elizabeth:  The Golden Age,2007,,,,1.0,0.0,0.0
2734,Across The Universe,2007,,,,1.0,0.0,0.0
2735,Sweeney Todd: The Demon Barber of Fleet Street,2007,,,,4.0,2.0,1.0
2736,At Night,2007,1.0,0.0,0.0,,,
2737,The Great Debaters,2007,,,,1.0,0.0,0.0
2738,Surf's Up,2007,1.0,0.0,0.0,,,
2739,Freeheld,2007,1.0,1.0,0.0,,,
2740,Il Supplente (The Substitute),2007,1.0,0.0,0.0,,,
2741,Taxi to the Dark Side,2007,1.0,1.0,0.0,,,
2742,Atonement,2007,7.0,1.0,0.0,7.0,2.0,1.0
2743,"France, United States, Julian Schnabel",2007,,,,1.0,1.0,0.0
2744,Across the Universe,2007,1.0,0.0,0.0,,,
2745,The Counterfeiters,2007,1.0,1.0,0.0,,,
2746,The Bourne Ultimatum,2007,2.0,2.0,0.0,,,
2747,The Brave One,2007,,,,1.0,0.0,0.0
2748,War/Dance,2007,1.0,0.0,0.0,,,
2749,"Romania, Cristian Mungiu",2007,,,,1.0,0.0,0.0
2750,The Golden Compass,2007,2.0,1.0,0.0,,,
2751,"Taiwan, Ang Lee",2007,,,,1.0,0.0,0.0
2752,Salim Baba,2007,1.0,0.0,0.0,,,
2753,A Mighty Heart,2007,,,,1.0,0.0,0.0
2754,Charlie Wilson's War,2007,1.0,0.0,0.0,5.0,0.0,0.0
2755,La Vie En Rose,2007,,,,1.0,1.0,0.0
2756,Eastern Promises,2007,1.0,0.0,0.0,3.0,0.0,0.0
2757,Mongol,2007,1.0,0.0,0.0,,,
2758,Michael Clayton,2007,7.0,1.0,0.0,4.0,0.0,0.0
2759,"United States, Marc Forster",2007,,,,1.0,0.0,0.0
2760,La Corona (The Crown),2007,1.0,0.0,0.0,,,
2761,Into The Wild,2007,,,,2.0,1.0,0.0
2762,Beaufort,2007,1.0,0.0,0.0,,,
2763,The Savages,2007,2.0,0.0,0.0,1.0,0.0,0.0
2764,La Vie en Rose,2007,3.0,2.0,0.0,,,
2765,Katyn,2007,1.0,0.0,0.0,,,
2766,Walk Hard: The Dewey Cox Story,2007,,,,2.0,0.0,0.0
2767,Madame Tutli-Putli,2007,1.0,0.0,0.0,,,
2768,Lars and the Real Girl,2007,1.0,0.0,0.0,1.0,0.0,0.0
2769,3:10 to Yuma,2007,2.0,0.0,0.0,,,
2770,Le Mozart des Pickpockets (The Mozart of Pickpockets),2007,1.0,1.0,0.0,,,
2771,The Tonto Woman,2007,1.0,0.0,0.0,,,
2772,American Gangster,2007,2.0,0.0,0.0,3.0,0.0,0.0
2773,12,2007,1.0,0.0,0.0,,,
2774,Grace Is Gone,2007,,,,2.0,0.0,0.0
2775,Hairspray,2007,,,,3.0,0.0,0.0
2776,There Will Be Blood,2007,8.0,2.0,0.0,2.0,1.0,0.0
2777,Juno,2007,4.0,1.0,0.0,3.0,0.0,0.0
2778,Away from Her,2007,2.0,0.0,0.0,,,
2779,Enchanted,2007,1.0,0.0,0.0,2.0,0.0,0.0
2780,My Love (Moya Lyubov),2007,1.0,0.0,0.0,,,
2781,No End in Sight,2007,1.0,0.0,0.0,,,
2782,No Country for Old Men,2007,7.0,4.0,1.0,4.0,2.0,0.0
2783,Bee Movie,2007,,,,1.0,0.0,0.0
2784,Transformers,2007,2.0,0.0,0.0,,,
2785,Même les Pigeons Vont au Paradis (Even Pigeons Go to Heaven),2007,1.0,0.0,0.0,,,
2786,Sicko,2007,1.0,0.0,0.0,,,
2787,The Kite Runner,2007,1.0,0.0,0.0,1.0,0.0,0.0
2788,Elizabeth: The Golden Age,2007,2.0,1.0,0.0,,,
2789,Away From Her,2007,,,,1.0,1.0,0.0
2790,The Simpsons Movie,2007,,,,1.0,0.0,0.0
2791,Burn After Reading,2008,,,,2.0,0.0,0.0
2792,Wanted,2008,1.0,0.0,0.0,,,
2793,In Bruges,2008,1.0,0.0,0.0,2.0,0.0,0.0
2794,Waltz with Bashir,2008,1.0,0.0,0.0,,,
2795,The Class,2008,1.0,0.0,0.0,,,
2796,Revolutionary Road,2008,3.0,0.0,0.0,4.0,1.0,0.0
2797,Frozen River,2008,2.0,0.0,0.0,,,
2798,Pineapple Express,2008,,,,1.0,0.0,0.0
2799,Frost/Nixon,2008,5.0,0.0,0.0,5.0,0.0,0.0
2800,The Conscience of Nhem En,2008,1.0,0.0,0.0,,,
2801,Presto,2008,1.0,0.0,0.0,,,
2802,Wall-E,2008,,,,2.0,1.0,0.0
2803,"Italy, Matteo Garrone",2008,,,,1.0,0.0,0.0
2804,Australia,2008,1.0,0.0,0.0,,,
2805,Tropic Thunder,2008,1.0,0.0,0.0,1.0,0.0,0.0
2806,Revanche,2008,1.0,0.0,0.0,,,
2807,Rachel Getting Married,2008,1.0,0.0,0.0,1.0,0.0,0.0
2808,The Wrestler,2008,2.0,0.0,0.0,3.0,2.0,0.0
2809,Spielzeugland (Toyland),2008,1.0,1.0,0.0,,,
2810,Lavatory - Lovestory,2008,1.0,0.0,0.0,,,
2811,Trouble the Water,2008,1.0,0.0,0.0,,,
2812,Oktapodi,2008,1.0,0.0,0.0,,,
2813,The Betrayal (Nerakhoon),2008,1.0,0.0,0.0,,,
2814,The Witness - From the Balcony of Room 306,2008,1.0,0.0,0.0,,,
2815,The Baader Meinhof Complex,2008,1.0,0.0,0.0,,,
2816,The Visitor,2008,1.0,0.0,0.0,,,
2817,Cadillac Records,2008,,,,1.0,0.0,0.0
2818,Defiance,2008,1.0,0.0,0.0,1.0,0.0,0.0
2819,"Sweden, Denmark, Jan Troell",2008,,,,1.0,0.0,0.0
2820,WALL-E,2008,5.0,1.0,0.0,,,
2821,Mamma Mia!,2008,,,,2.0,0.0,0.0
2822,The Duchess,2008,2.0,1.0,0.0,1.0,0.0,0.0
2823,"Israel, Ari Folman",2008,,,,1.0,1.0,0.0
2824,The Pig,2008,1.0,0.0,0.0,,,
2825,Kung Fu Panda,2008,1.0,0.0,0.0,1.0,0.0,0.0
2826,Doubt,2008,4.0,0.0,0.0,4.0,0.0,0.0
2827,Gran Torino,2008,,,,1.0,0.0,0.0
2828,Bolt,2008,1.0,0.0,0.0,2.0,0.0,0.0
2829,Milk,2008,8.0,2.0,0.0,1.0,0.0,0.0
2830,Slumdog Millionaire,2008,8.0,7.0,1.0,4.0,4.0,1.0
2831,The Final Inch,2008,1.0,0.0,0.0,,,
2832,Hellboy II: The Golden Army,2008,1.0,0.0,0.0,,,
2833,Changeling,2008,3.0,0.0,0.0,2.0,0.0,0.0
2834,The Garden,2008,1.0,0.0,0.0,,,
2835,Auf der Strecke (On the Line),2008,1.0,0.0,0.0,,,
2836,The Reader,2008,5.0,1.0,0.0,4.0,1.0,0.0
2837,La Maison en Petits Cubes,2008,1.0,1.0,0.0,,,
2838,Manon on the Asphalt,2008,1.0,0.0,0.0,,,
2839,This Way Up,2008,1.0,0.0,0.0,,,
2840,Iron Man,2008,2.0,0.0,0.0,,,
2841,New Boy,2008,1.0,0.0,0.0,,,
2842,"Germany, Uli Edel",2008,,,,1.0,0.0,0.0
2843,The Curious Case of Benjamin Button,2008,13.0,3.0,0.0,5.0,0.0,0.0
2844,Departures,2008,1.0,1.0,0.0,,,
2845,Smile Pinki,2008,1.0,1.0,0.0,,,
2846,The Dark Knight,2008,7.0,1.0,0.0,1.0,1.0,0.0
2847,I've Loved You So Long,2008,,,,1.0,0.0,0.0
2848,Encounters at the End of the World,2008,1.0,0.0,0.0,,,
2849,Man on Wire,2008,1.0,1.0,0.0,,,
2850,Last Chance Harvey,2008,,,,2.0,0.0,0.0
2851,Vicky Cristina Barcelona,2008,1.0,1.0,0.0,4.0,1.0,1.0
2852,Happy-Go-Lucky,2008,1.0,0.0,0.0,2.0,1.0,0.0
2853,"France, Philippe Claudel",2008,,,,1.0,0.0,0.0
2854,"Spain, Pedro Almodóvar",2009,,,,1.0,0.0,0.0
2855,Sherlock Holmes,2009,2.0,0.0,0.0,1.0,1.0,0.0
2856,The White Ribbon,2009,2.0,0.0,0.0,,,
2857,Rabbit à la Berlin,2009,1.0,0.0,0.0,,,
2858,Logorama,2009,1.0,1.0,0.0,,,
2859,Where The Wild Things Are,2009,,,,1.0,0.0,0.0
2860,Brothers,2009,,,,2.0,0.0,0.0
2861,Cloudy With A Chance Of Meatballs,2009,,,,1.0,0.0,0.0
2862,Up In The Air,2009,,,,5.0,1.0,0.0
2863,Miracle Fish,2009,1.0,0.0,0.0,,,
2864,Kavi,2009,1.0,0.0,0.0,,,
2865,Music by Prudence,2009,1.0,1.0,0.0,,,
2866,Bright Star,2009,1.0,0.0,0.0,,,
2867,Julie & Julia,2009,1.0,0.0,0.0,2.0,1.0,0.0
2868,The Proposal,2009,,,,1.0,0.0,0.0
2869,Nine,2009,4.0,0.0,0.0,5.0,0.0,0.0
2870,The Princess And The Frog,2009,,,,1.0,0.0,0.0
2871,A Matter of Loaf and Death,2009,1.0,0.0,0.0,,,
2872,A Prophet,2009,1.0,0.0,0.0,,,
2873,Duplicity,2009,,,,1.0,0.0,0.0
2874,A Serious Man,2009,2.0,0.0,0.0,1.0,0.0,0.0
2875,The Informant!,2009,,,,2.0,0.0,0.0
2876,Instead of Abracadabra,2009,1.0,0.0,0.0,,,
2877,The Hangover,2009,,,,1.0,1.0,1.0
2878,Burma VJ,2009,1.0,0.0,0.0,,,
2879,Paris 36,2009,1.0,0.0,0.0,,,
2880,A Single Man,2009,1.0,0.0,0.0,3.0,0.0,0.0
2881,Inglourious Basterds,2009,7.0,1.0,0.0,4.0,1.0,0.0
2882,Everybody's Fine,2009,,,,1.0,0.0,0.0
2883,In the Loop,2009,1.0,0.0,0.0,,,
2884,Precious: Based on the Novel 'Push' by Sapphire,2009,6.0,2.0,0.0,,,
2885,(500) Days of Summer,2009,,,,2.0,0.0,0.0
2886,Il Divo,2009,1.0,0.0,0.0,,,
2887,Ajami,2009,1.0,0.0,0.0,,,
2888,Invictus,2009,2.0,0.0,0.0,3.0,0.0,0.0
2889,"Chile, Sebastián Silva",2009,,,,1.0,0.0,0.0
2890,French Roast,2009,1.0,0.0,0.0,,,
2891,Harry Potter and the Half-Blood Prince,2009,1.0,0.0,0.0,,,
2892,Fantastic Mr. Fox,2009,2.0,0.0,0.0,1.0,0.0,0.0
2893,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,2009,1.0,0.0,0.0,,,
2894,The Princess and the Frog,2009,2.0,0.0,0.0,,,
2895,Coraline,2009,1.0,0.0,0.0,1.0,0.0,0.0
2896,Coco before Chanel,2009,1.0,0.0,0.0,,,
2897,The Young Victoria,2009,3.0,1.0,0.0,1.0,0.0,0.0
2898,Up,2009,5.0,2.0,0.0,2.0,2.0,0.0
2899,Precious: Based On The Novel Push By Sapphire,2009,,,,3.0,1.0,0.0
2900,Up in the Air,2009,5.0,0.0,0.0,,,
2901,"Italy, Giuseppe Tornatore",2009,,,,1.0,0.0,0.0
2902,The New Tenants,2009,1.0,1.0,0.0,,,
2903,"Food, Inc.",2009,1.0,0.0,0.0,,,
2904,The Door,2009,1.0,0.0,0.0,,,
2905,The Secret of Kells,2009,1.0,0.0,0.0,,,
2906,The Secret in Their Eyes,2009,1.0,1.0,0.0,,,
2907,It's Complicated,2009,,,,3.0,0.0,0.0
2908,District 9,2009,4.0,0.0,0.0,1.0,0.0,0.0
2909,China's Unnatural Disaster: The Tears of Sichuan Province,2009,1.0,0.0,0.0,,,
2910,"Germany, Michael Haneke",2009,,,,1.0,1.0,0.0
2911,Crazy Heart,2009,3.0,2.0,0.0,2.0,2.0,0.0
2912,The Cove,2009,1.0,1.0,0.0,,,
2913,The Blind Side,2009,2.0,1.0,0.0,1.0,1.0,0.0
2914,The Milk of Sorrow,2009,1.0,0.0,0.0,,,
2915,Granny O'Grimm's Sleeping Beauty,2009,1.0,0.0,0.0,,,
2916,The Messenger,2009,2.0,0.0,0.0,1.0,0.0,0.0
2917,The Imaginarium of Doctor Parnassus,2009,2.0,0.0,0.0,,,
2918,The Lady and the Reaper (La Dama y la Muerte),2009,1.0,0.0,0.0,,,
2919,Star Trek,2009,3.0,1.0,0.0,,,
2920,The Last Campaign of Governor Booth Gardner,2009,1.0,0.0,0.0,,,
2921,Which Way Home,2009,1.0,0.0,0.0,,,
2922,Avatar,2009,8.0,3.0,0.0,4.0,2.0,1.0
2923,The Last Station,2009,2.0,0.0,0.0,2.0,0.0,0.0
2924,"France, Jacques Audiard",2009,,,,1.0,0.0,0.0
2925,The Lovely Bones,2009,1.0,0.0,0.0,1.0,0.0,0.0
2926,The Hurt Locker,2009,8.0,5.0,1.0,3.0,0.0,0.0
2927,The Last Truck: Closing of a GM Plant,2009,1.0,0.0,0.0,,,
2928,An Education,2009,3.0,0.0,0.0,1.0,0.0,0.0
2929,Transformers: Revenge of the Fallen,2009,1.0,0.0,0.0,,,
2930,The Crush,2010,1.0,0.0,0.0,,,
2931,"France, Radu Mihaileanu",2010,,,,1.0,0.0,0.0
2932,Incendies,2010,1.0,0.0,0.0,,,
2933,Tron: Legacy,2010,1.0,0.0,0.0,,,
2934,Country Strong,2010,1.0,0.0,0.0,1.0,0.0,0.0
2935,The King's Speech,2010,12.0,4.0,1.0,7.0,1.0,0.0
2936,Dogtooth,2010,1.0,0.0,0.0,,,
2937,True Grit,2010,9.0,0.0,0.0,,,
2938,Inception,2010,7.0,3.0,0.0,4.0,0.0,0.0
2939,The Kids Are All Right,2010,4.0,0.0,0.0,3.0,1.0,1.0
2940,Love & Other Drugs,2010,,,,2.0,0.0,0.0
2941,"Italy, Luca Guadagnino",2010,,,,1.0,0.0,0.0
2942,Exit through the Gift Shop,2010,1.0,0.0,0.0,,,
2943,Toy Story 3,2010,5.0,2.0,0.0,1.0,1.0,0.0
2944,The Gruffalo,2010,1.0,0.0,0.0,,,
2945,Iron Man 2,2010,1.0,0.0,0.0,,,
2946,The Illusionist,2010,1.0,0.0,0.0,1.0,0.0,0.0
2947,The Tourist,2010,,,,3.0,0.0,0.0
2948,Outside the Law (Hors-la-loi),2010,1.0,0.0,0.0,,,
2949,Killing in the Name,2010,1.0,0.0,0.0,,,
2950,Easy A,2010,,,,1.0,0.0,0.0
2951,The Fighter,2010,6.0,1.0,0.0,5.0,1.0,0.0
2952,Unstoppable,2010,1.0,0.0,0.0,,,
2953,Inside Job,2010,1.0,1.0,0.0,,,
2954,Blue Valentine,2010,1.0,0.0,0.0,2.0,0.0,0.0
2955,The Lost Thing,2010,1.0,1.0,0.0,,,
2956,Barney's Version,2010,1.0,0.0,0.0,1.0,1.0,0.0
2957,"Denmark, Susanne Bier",2010,,,,1.0,1.0,0.0
2958,Na Wewe,2010,1.0,0.0,0.0,,,
2959,Frankie and Alice,2010,,,,1.0,0.0,0.0
2960,The Confession,2010,1.0,0.0,0.0,,,
2961,Day & Night,2010,1.0,0.0,0.0,,,
2962,Poster Girl,2010,1.0,0.0,0.0,,,
2963,I Am Love,2010,1.0,0.0,0.0,,,
2964,The Wolfman,2010,1.0,1.0,0.0,,,
2965,The Tempest,2010,1.0,0.0,0.0,,,
2966,Red,2010,,,,1.0,0.0,0.0
2967,The Town,2010,1.0,0.0,0.0,1.0,0.0,0.0
2968,How to Train Your Dragon,2010,2.0,0.0,0.0,,,
2969,Alice in Wonderland,2010,3.0,2.0,0.0,3.0,0.0,0.0
2970,Tangled,2010,1.0,0.0,0.0,2.0,0.0,0.0
2971,127 Hours,2010,6.0,0.0,0.0,3.0,0.0,0.0
2972,Salt,2010,1.0,0.0,0.0,,,
2973,Sun Come Up,2010,1.0,0.0,0.0,,,
2974,Hereafter,2010,1.0,0.0,0.0,,,
2975,Casino Jack,2010,,,,1.0,0.0,0.0
2976,"Russia, Aleksey Uchitel",2010,,,,1.0,0.0,0.0
2977,"Spain, Mexico, Alejandro González Iñárritu",2010,,,,1.0,0.0,0.0
2978,Strangers No More,2010,1.0,1.0,0.0,,,
2979,Wish 143,2010,1.0,0.0,0.0,,,
2980,Winter's Bone,2010,4.0,0.0,0.0,1.0,0.0,0.0
2981,Biutiful,2010,2.0,0.0,0.0,,,
2982,Harry Potter and the Deathly Hallows Part 1,2010,2.0,0.0,0.0,,,
2983,The Warriors of Qiugang,2010,1.0,0.0,0.0,,,
2984,The Way Back,2010,1.0,0.0,0.0,,,
2985,Let's Pollute,2010,1.0,0.0,0.0,,,
2986,God of Love,2010,1.0,1.0,0.0,,,
2987,"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",2010,1.0,0.0,0.0,,,
2988,Restrepo,2010,1.0,0.0,0.0,,,
2989,Despicable Me,2010,,,,1.0,0.0,0.0
2990,Another Year,2010,1.0,0.0,0.0,,,
2991,Gasland,2010,1.0,0.0,0.0,,,
2992,The Social Network,2010,8.0,3.0,0.0,6.0,4.0,1.0
2993,How To Train Your Dragon,2010,,,,1.0,0.0,0.0
2994,In a Better World,2010,1.0,1.0,0.0,,,
2995,Black Swan,2010,5.0,1.0,0.0,4.0,1.0,0.0
2996,Rabbit Hole,2010,1.0,0.0,0.0,1.0,0.0,0.0
2997,Waste Land,2010,1.0,0.0,0.0,,,
