year_film,year_ceremony,category,name,film,winner
1985,1986,Actor in a leading role,Jack Nicholson,Prizzi's Honor,False
1985,1986,Actor in a leading role,Jon Voight,Runaway Train,False
1985,1986,Actor in a supporting role,Don Ameche,Cocoon,True
1985,1986,Actor in a supporting role,Klaus Maria Brandauer,Out of Africa,False
1985,1986,Actor in a supporting role,William Hickey,Prizzi's Honor,False
1985,1986,Actor in a supporting role,Robert Loggia,Jagged Edge,False
1985,1986,Actor in a supporting role,Eric Roberts,Runaway Train,False
1985,1986,Actress in a leading role,Anne Bancroft,Agnes of God,False
1985,1986,Actress in a leading role,Whoopi Goldberg,The Color Purple,False
1985,1986,Actress in a leading role,Jessica Lange,Sweet Dreams,False
1985,1986,Actress in a leading role,Geraldine Page,The Trip to Bountiful,True
1985,1986,Actress in a leading role,Meryl Streep,Out of Africa,False
1985,1986,Actress in a supporting role,Margaret Avery,The Color Purple,False
1985,1986,Actress in a supporting role,Anjelica Huston,Prizzi's Honor,True
1985,1986,Actress in a supporting role,Amy Madigan,Twice in a Lifetime,False
1985,1986,Actress in a supporting role,Meg Tilly,Agnes of God,False
1985,1986,Actress in a supporting role,Oprah Winfrey,The Color Purple,False
1985,1986,Production design,Art Direction:  Norman Garwood;  Set Decoration:  Maggie Gray,Brazil,False
1985,1986,Production design,"Art Direction:  J. Michael Riva, Robert W. Welch;  Set Decoration:  Linda DeScenna",The Color Purple,False
1985,1986,Production design,Art Direction:  Stephen Grimes;  Set Decoration:  Josie MacAvin,Out of Africa,True
1985,1986,Production design,"Art Direction:  Yoshiro Muraki, Shinobu Muraki",Ran,False
1985,1986,Production design,Art Direction:  Stan Jolley;  Set Decoration:  John Anderson,Witness,False
1985,1986,Cinematography,Allen Daviau,The Color Purple,False
1985,1986,Cinematography,William A. Fraker,Murphy's Romance,False
1985,1986,Cinematography,David Watkin,Out of Africa,True
1985,1986,Cinematography,"Takao Saito, Masaharu Ueda, Asakazu Nakai",Ran,False
1985,1986,Cinematography,John Seale,Witness,False
1985,1986,Costume design,Aggie Guerard Rodgers,The Color Purple,False
1985,1986,Costume design,Albert Wolsky,The Journey of Natty Gann,False
1985,1986,Costume design,Milena Canonero,Out of Africa,False
1985,1986,Costume design,Donfeld,Prizzi's Honor,False
1985,1986,Costume design,Emi Wada,Ran,True
1985,1986,Director,Hector Babenco,Kiss of the Spider Woman,False
1985,1986,Director,Sydney Pollack,Out of Africa,True
1985,1986,Director,John Huston,Prizzi's Honor,False
1985,1986,Director,Akira Kurosawa,Ran,False
1985,1986,Director,Peter Weir,Witness,False
1985,1986,Documentary feature,"Maria Florio and Victoria Mudd, Producers",Broken Rainbow,True
1985,1986,Documentary feature,"Susana Muñoz and Lourdes Portillo, Producers",Las Madres--The Mothers of Plaza de Mayo,False
1985,1986,Documentary feature,"Japhet Asher, Producer",Soldiers in Hiding,False
1985,1986,Documentary feature,"Ken Burns and Buddy Squires, Producers",The Statue of Liberty,False
1985,1986,Documentary feature,"Steven Okazaki, Producer",Unfinished Business,False
1985,1986,Documentary short film,"Robert Gardner, Producer",The Courage to Care,False
1985,1986,Documentary short film,"Michael Crowley and James Wolpaw, Producers",Keats and His Nightingale: A Blind Date,False
1985,1986,Documentary short film,"Barbara Willis Sweete, Producer",Making Overtures--The Story of a Community Orchestra,False
1985,1986,Documentary short film,"David Goodman, Producer",Witness to War: Dr. Charlie Clements,True
1985,1986,Documentary short film,"Alan Edelstein, Producer",The Wizard of the Strings,False
1985,1986,Film editing,John Bloom,A Chorus Line,False
1985,1986,Film editing,"Fredric Steinkamp, William Steinkamp, Pembroke Herring, Sheldon Kahn",Out of Africa,False
1985,1986,Film editing,"Rudi Fehr, Kaja Fehr",Prizzi's Honor,False
1985,1986,Film editing,Henry Richardson,Runaway Train,False
1985,1986,Film editing,Thom Noble,Witness,True
1985,1986,International feature film,Federal Republic of Germany,Angry Harvest,False
1985,1986,International feature film,Hungary,Colonel Redl,False
1985,1986,International feature film,Argentina,The Official Story,True
1985,1986,International feature film,France,Three Men and a Cradle,False
1985,1986,International feature film,Yugoslavia,When Father Was Away on Business,False
1985,1986,Makeup and hairstyling,Ken Chase,The Color Purple,False
1985,1986,Makeup and hairstyling,"Michael Westmore, Zoltan Elek",Mask,True
1985,1986,Makeup and hairstyling,Carl Fullerton,Remo Williams: The Adventure Begins,False
1985,1986,Original score,Georges Delerue,Agnes of God,False
1985,1986,Original score,"Quincy Jones, Jeremy Lubbock, Rod Temperton, Caiphus Semenya, Andrae Crouch, Chris Boardman, Jorge Calandrelli, Joel Rosenbaum, Fred Steiner, Jack Hayes, Jerry Hey, Randy Kerber",The Color Purple,False
1985,1986,Original score,John Barry,Out of Africa,True
1985,1986,Original score,Bruce Broughton,Silverado,False
1985,1986,Original score,Maurice Jarre,Witness,False
1985,1986,Original song,"Music by Quincy Jones and Rod Temperton; Lyric by Quincy Jones, Rod Temperton and Lionel Richie",The Color Purple,False
1985,1986,Original song,Music by Chris Hayes and Johnny Colla; Lyric by Huey Lewis,Back to the Future,False
1985,1986,Original song,Music and Lyric by Lionel Richie,White Nights,True
1985,1986,Original song,Music and Lyric by Stephen Bishop,White Nights,False
1985,1986,Original song,Music by Marvin Hamlisch; Lyric by Edward Kleban,A Chorus Line,False
1985,1986,Best picture,"Steven Spielberg, Kathleen Kennedy, Frank Marshall and Quincy Jones, Producers",The Color Purple,False
1985,1986,Best picture,"David Weisman, Producer",Kiss of the Spider Woman,False
1985,1986,Best picture,"Sydney Pollack, Producer",Out of Africa,True
1985,1986,Best picture,"John Foreman, Producer",Prizzi's Honor,False
1985,1986,Best picture,"Edward S. Feldman, Producer",Witness,False
1985,1986,Short film animated,"Cilia Van Dijk, Producer",Anna & Bella,True
1985,1986,Short film animated,"Richard Condie and Michael Scott, Producers",The Big Snit,False
1985,1986,Short film animated,"Alison Snowden, Producer",Second Class Mail,False
1985,1986,Short film live action,"Dianna Costello, Producer",Graffiti,False
1985,1986,Short film live action,"Jeff Brown and Chris Pelzer, Producers",Molly's Pilgrim,True
1985,1986,Short film live action,"Bob Rogers, Producer",Rainbow War,False
1985,1986,Sound effects,"Bill Varney, B. Tennyson Sebastian II, Robert Thirlwell, William B. Kaplan",Back to the Future,False
1985,1986,Sound effects,"Donald O. Mitchell, Michael Minkler, Gerry Humphreys, Chris Newman",A Chorus Line,False
1985,1986,Sound effects,"Les Fresholtz, Dick Alexander, Vern Poore, Bud Alper",Ladyhawke,False
1985,1986,Sound effects,"Chris Jenkins, Gary Alexander, Larry Stensvold, Peter Handford",Out of Africa,True
1985,1986,Sound effects,"Donald O. Mitchell, Rick Kline, Kevin O'Connell, David Ronne",Silverado,False
1985,1986,Sound effects,"Charles L. Campbell, Robert Rutledge",Back to the Future,True
1985,1986,Sound effects,"Bob Henderson, Alan Murray",Ladyhawke,False
1985,1986,Sound effects,Frederick J. Brown,Rambo: First Blood Part II,False
1985,1986,Visual effects,"Ken Ralston, Ralph McQuarrie, Scott Farrar, David Berry",Cocoon,True
1985,1986,Visual effects,"Will Vinton, Ian Wingrove, Zoran Perisic, Michael Lloyd",Return to Oz,False
1985,1986,Visual effects,"Dennis Muren, Kit West, John Ellis, David Allen",Young Sherlock Holmes,False
1985,1986,Adapted screenplay,Menno Meyjes,The Color Purple,False
1985,1986,Adapted screenplay,Leonard Schrader,Kiss of the Spider Woman,False
1985,1986,Adapted screenplay,Kurt Luedtke,Out of Africa,True
1985,1986,Adapted screenplay,"Richard Condon, Janet Roach",Prizzi's Honor,False
1985,1986,Adapted screenplay,Horton Foote,The Trip to Bountiful,False
1985,1986,Adapted screenplay,"Robert Zemeckis, Bob Gale",Back to the Future,False
1985,1986,Adapted screenplay,"Terry Gilliam, Tom Stoppard, Charles McKeown",Brazil,False
1985,1986,Adapted screenplay,"Luis Puenzo, Aida Bortnik",The Official Story,False
1985,1986,Adapted screenplay,Woody Allen,The Purple Rose of Cairo,False
1985,1986,Adapted screenplay,"Screenplay by Earl W. Wallace, William Kelley;  Story by William Kelley, Pamela Wallace, Earl W. Wallace",Witness,True
1986,1987,Actor in a leading role,Dexter Gordon,'Round Midnight,False
1986,1987,Actor in a leading role,Bob Hoskins,Mona Lisa,False
1986,1987,Actor in a leading role,William Hurt,Children of a Lesser God,False
1986,1987,Actor in a leading role,Paul Newman,The Color of Money,True
1986,1987,Actor in a leading role,James Woods,Salvador,False
1986,1987,Actor in a supporting role,Tom Berenger,Platoon,False
1986,1987,Actor in a supporting role,Michael Caine,Hannah and Her Sisters,True
1986,1987,Actor in a supporting role,Willem Dafoe,Platoon,False
1986,1987,Actor in a supporting role,Denholm Elliott,A Room with a View,False
1986,1987,Actor in a supporting role,Dennis Hopper,Hoosiers,False
1986,1987,Actress in a leading role,Jane Fonda,The Morning After,False
1986,1987,Actress in a leading role,Marlee Matlin,Children of a Lesser God,True
1986,1987,Actress in a leading role,Sissy Spacek,Crimes of the Heart,False
1986,1987,Actress in a leading role,Kathleen Turner,Peggy Sue Got Married,False
1986,1987,Actress in a leading role,Sigourney Weaver,Aliens,False
1986,1987,Actress in a supporting role,Tess Harper,Crimes of the Heart,False
1986,1987,Actress in a supporting role,Piper Laurie,Children of a Lesser God,False
1986,1987,Actress in a supporting role,Mary Elizabeth Mastrantonio,The Color of Money,False
1986,1987,Actress in a supporting role,Maggie Smith,A Room with a View,False
1986,1987,Actress in a supporting role,Dianne Wiest,Hannah and Her Sisters,True
1986,1987,Production design,Art Direction:  Peter Lamont;  Set Decoration:  Crispian Sallis,Aliens,False
1986,1987,Production design,Art Direction:  Boris Leven;  Set Decoration:  Karen A. O'Hara,The Color of Money,False
1986,1987,Production design,Art Direction:  Stuart Wurtzel;  Set Decoration:  Carol Joffe,Hannah and Her Sisters,False
1986,1987,Production design,Art Direction:  Stuart Craig;  Set Decoration:  Jack Stephens,The Mission,False
1986,1987,Production design,"Art Direction:  Gianni Quaranta, Brian Ackland-Snow;  Set Decoration:  Brian Savegar, Elio Altamura",A Room with a View,True
1986,1987,Cinematography,Chris Menges,The Mission,True
1986,1987,Cinematography,Jordan Cronenweth,Peggy Sue Got Married,False
1986,1987,Cinematography,Robert Richardson,Platoon,False
1986,1987,Cinematography,Tony Pierce-Roberts,A Room with a View,False
1986,1987,Cinematography,Don Peterman,Star Trek IV: The Voyage Home,False
1986,1987,Costume design,Enrico Sabbatini,The Mission,False
1986,1987,Costume design,"Anna Anni, Maurizio Millenotti",Otello,False
1986,1987,Costume design,Theadora Van Runkle,Peggy Sue Got Married,False
1986,1987,Costume design,Anthony Powell,Pirates,False
1986,1987,Costume design,"Jenny Beavan, John Bright",A Room with a View,True
1986,1987,Director,David Lynch,Blue Velvet,False
1986,1987,Director,Woody Allen,Hannah and Her Sisters,False
1986,1987,Director,Roland Joffé,The Mission,False
1986,1987,Director,Oliver Stone,Platoon,True
1986,1987,Director,James Ivory,A Room with a View,False
1986,1987,Documentary feature,"Brigitte Berman, Producer",Artie Shaw: Time Is All You've Got,True
1986,1987,Documentary feature,"David Bradbury, Producer",Chile: Hasta Cuando?,False
1986,1987,Documentary feature,"Joseph Feury and Milton Justice, Producers",Down and Out in America,True
1986,1987,Documentary feature,"Kirk Simon and Amram Nowak, Producers",Isaac in America: A Journey with Isaac Bashevis Singer,False
1986,1987,Documentary feature,"Sharon I. Sopher, Producer",Witness to Apartheid,False
1986,1987,Documentary short film,"Alison Nigh-Strelich, Producer",Debonair Dancers,False
1986,1987,Documentary short film,"Sonya Friedman, Producer",The Masters of Disaster,False
1986,1987,Documentary short film,"Thomas L. Neff and Madeline Bell, Producers",Red Grooms: Sunflower in a Hothouse,False
1986,1987,Documentary short film,"Aaron D. Weisblatt, Producer",Sam,False
1986,1987,Documentary short film,"Vivienne Verdon-Roe, Producer","Women--for America, for the World",True
1986,1987,Film editing,Ray Lovejoy,Aliens,False
1986,1987,Film editing,Susan E. Morse,Hannah and Her Sisters,False
1986,1987,Film editing,Jim Clark,The Mission,False
1986,1987,Film editing,Claire Simpson,Platoon,True
1986,1987,Film editing,"Billy Weber, Chris Lebenzon",Top Gun,False
1986,1987,International feature film,The Netherlands,The Assault,True
1986,1987,International feature film,France,Betty Blue,False
1986,1987,International feature film,Canada,The Decline of the American Empire,False
1986,1987,International feature film,Czechoslovakia,My Sweet Little Village,False
1986,1987,International feature film,Austria,'38',False
1986,1987,Makeup and hairstyling,"Michael G. Westmore, Michèle Burke",The Clan of the Cave Bear,False
1986,1987,Makeup and hairstyling,"Chris Walas, Stephan Dupuis",The Fly,True
1986,1987,Makeup and hairstyling,"Rob Bottin, Peter Robb-King",Legend,False
1986,1987,Original score,James Horner,Aliens,False
1986,1987,Original score,Jerry Goldsmith,Hoosiers,False
1986,1987,Original score,Ennio Morricone,The Mission,False
1986,1987,Original score,Herbie Hancock,'Round Midnight,True
1986,1987,Original score,Leonard Rosenman,Star Trek IV: The Voyage Home,False
1986,1987,Original song,Music by Peter Cetera and David Foster; Lyric by Peter Cetera and Diane Nini,The Karate Kid Part II,False
1986,1987,Original song,Music by Henry Mancini; Lyric by Leslie Bricusse,That's Life,False
1986,1987,Original song,Music by Alan Menken; Lyric by Howard Ashman,Little Shop of Horrors,False
1986,1987,Original song,Music by James Horner and Barry Mann; Lyric by Cynthia Weil,An American Tail,False
1986,1987,Original song,Music by Giorgio Moroder; Lyric by Tom Whitlock,Top Gun,True
1986,1987,Best picture,"Burt Sugarman and Patrick Palmer, Producers",Children of a Lesser God,False
1986,1987,Best picture,"Robert Greenhut, Producer",Hannah and Her Sisters,False
1986,1987,Best picture,"Fernando Ghia and David Puttnam, Producers",The Mission,False
1986,1987,Best picture,"Arnold Kopelson, Producer",Platoon,True
1986,1987,Best picture,"Ismail Merchant, Producer",A Room with a View,False
1986,1987,Short film animated,"Bob Stenhouse, Producer","The Frog, the Dog and the Devil",False
1986,1987,Short film animated,"Linda Van Tulden and Willem Thijssen, Producers",A Greek Tragedy,True
1986,1987,Short film animated,"John Lasseter and William Reeves, Producers",Luxo Jr.,False
1986,1987,Short film live action,"Stefano Reali and Pino Quartullo, Producers",Exit,False
1986,1987,Short film live action,"Fredda Weiss, Producer",Love Struck,False
1986,1987,Short film live action,"Chuck Workman, Producer",Precious Images,True
1986,1987,Sound effects,"Graham V. Hartstone, Nicolas Le Messurier, Michael A. Carter, Roy Charman",Aliens,False
1986,1987,Sound effects,"Les Fresholtz, Dick Alexander, Vern Poore, William Nelson",Heartbreak Ridge,False
1986,1987,Sound effects,"John K. Wilkinson, Richard Rogers, Charles 'Bud' Grenzbach,  Simon Kaye",Platoon,True
1986,1987,Sound effects,"Terry Porter, Dave Hudson, Mel Metcalfe, Gene S. Cantamessa",Star Trek IV: The Voyage Home,False
1986,1987,Sound effects,"Donald O. Mitchell, Kevin O'Connell, Rick Kline, William B. Kaplan",Top Gun,False
1986,1987,Sound effects,Don Sharpe,Aliens,True
1986,1987,Sound effects,Mark Mangini,Star Trek IV: The Voyage Home,False
1986,1987,Sound effects,"Cecelia Hall, George Watters II",Top Gun,False
1986,1987,Visual effects,"Robert Skotak, Stan Winston, John Richardson, Suzanne Benson",Aliens,True
1986,1987,Visual effects,"Lyle Conway, Bran Ferren, Martin Gutteridge",Little Shop of Horrors,False
1986,1987,Visual effects,"Richard Edlund, John Bruno, Garry Waller, William Neil",Poltergeist II: The Other Side,False
