year_film,year_award,Golden Globes nominations,nominee,film,Golden Globes winner
1983,1984,Best director - motion picture,Barbra Streisand,Yentl,True
1983,1984,Best director - motion picture,Bruce Beresford,Tender Mercies,False
1983,1984,Best director - motion picture,Ingmar Bergman,Fanny & Alexander,False
1983,1984,Best director - motion picture,James L. Brooks,Terms of Endearment,False
1983,1984,Best director - motion picture,Mike Nichols,Silkwood,False
1983,1984,Best director - motion picture,Peter Yates,The Dresser,False
1983,1984,Best screenplay - motion picture,James L. Brooks,Terms of Endearment,True
1983,1984,Best screenplay - motion picture,Barbara Benedek,"Big Chill, The",False
1983,1984,Best screenplay - motion picture,Ronald Harwood,The Dresser,False
1983,1984,Best screenplay - motion picture,Willy Russell,Educating Rita,False
1983,1984,Best screenplay - motion picture,Julius J. Epstein,"Reuben, Reuben",False
1983,1984,Best motion picture - foreign language,Fanny & Alexander,"Sweden, Ingmar Bergman",True
1983,1984,Best motion picture - foreign language,Carmen,"Spain, Carlos Saura",False
1983,1984,Best motion picture - foreign language,The Dresser,"United Kingdom, Peter Yates",False
1983,1984,Best motion picture - foreign language,Educating Rita,"United Kingdom, Lewis Gilbert",False
1983,1984,Best motion picture - foreign language,"Grey Fox, The","Canada, Lewis Gilbert",False
1983,1984,Best original score - motion picture,Giorgio Moroder,Flashdance,True
1983,1984,Best original score - motion picture,Stewart Copeland,Rumble Fish,False
1983,1984,Best original score - motion picture,Giorgio Moroder,Scarface,False
1983,1984,Best original score - motion picture,Jerry Goldsmith,Under Fire,False
1983,1984,Best original score - motion picture,Michel Legrand,Yentl,False
1983,1984,Best original song - motion picture,"Flashdance… What a Feeling, Giorgio Moroder, Keith Forsey, Irene Cara",Flashdance,True
1983,1984,Best original song - motion picture,"Far From Over, Frank Stallone, Vince DiCola",Staying Alive,False
1983,1984,Best original song - motion picture,"Maniac, Michael Sembello, Dennis Matkosky",Flashdance,False
1983,1984,Best original song - motion picture,"Over You, Austin Roberts, Bobby Hart",Tender Mercies,False
1983,1984,Best original song - motion picture,"The Way He Makes Me Feel, Michel Legrand, Alan Bergman, Marilyn Bergman",Yentl,False
1984,1985,Best motion picture - drama,Amadeus,Amadeus,True
1984,1985,Best motion picture - drama,"Killing Fields, The","Killing Fields, The",False
1984,1985,Best motion picture - drama,Places in the Heart,Places in the Heart,False
1984,1985,Best motion picture - drama,"Soldier's Story, A","Soldier's Story, A",False
1984,1985,Best motion picture - drama,"Cotton Club, The","Cotton Club, The",False
